zip_code_prefix,city,state_code,latitude,longitude,unique_index
1303,sao paulo,SP,-23.54933502451795,-46.648887388893804,1303_sao paulo_SP
1304,sao paulo,SP,-23.554147503027984,-46.65523616010286,1304_sao paulo_SP
1305,sao paulo,SP,-23.55337036435308,-46.653879939402174,1305_sao paulo_SP
1306,sao paulo,SP,-23.55507338888326,-46.65069266804042,1306_sao paulo_SP
1307,sao paulo,SP,-23.5520815560831,-46.653522664269985,1307_sao paulo_SP
1308,sao paulo,SP,-23.556023282823983,-46.65324617182893,1308_sao paulo_SP
1309,sao paulo,SP,-23.555328566384976,-46.658529164215,1309_sao paulo_SP
1310,sao paulo,SP,-23.561105936599553,-46.65664324344697,1310_sao paulo_SP
1311,sao paulo,SP,-23.56415696686186,-46.65278496802591,1311_sao paulo_SP
1312,sao paulo,SP,-23.5546249190881,-46.64959300243556,1312_sao paulo_SP
1313,sao paulo,SP,-23.555887173885306,-46.65028909100723,1313_sao paulo_SP
1314,sao paulo,SP,-23.55330689169161,-46.645917718422496,1314_sao paulo_SP
1315,sao paulo,SP,-23.55365141770898,-46.64054092646048,1315_sao paulo_SP
1316,sao paulo,SP,-23.553030021611942,-46.639251954340715,1316_sao paulo_SP
1317,sao paulo,SP,-23.55857234475333,-46.641610661080314,1317_sao paulo_SP
1318,sao paulo,SP,-23.562510776719666,-46.64322902422031,1318_sao paulo_SP
1319,sao paulo,SP,-23.5522505497666,-46.64103143237238,1319_sao paulo_SP
1320,sao paulo,SP,-23.557871104812612,-46.639314823606334,1320_sao paulo_SP
1321,sao paulo,SP,-23.56149424176276,-46.641759069383696,1321_sao paulo_SP
1322,sao paulo,SP,-23.563256383654284,-46.643568502280374,1322_sao paulo_SP
1323,sao paulo,SP,-23.565851690336824,-46.64143617338013,1323_sao paulo_SP
1324,sao paulo,SP,-23.556493101789023,-46.643129957399495,1324_sao paulo_SP
1325,sao paulo,SP,-23.557279391968034,-46.64445700069747,1325_sao paulo_SP
1326,sao paulo,SP,-23.556642892584797,-46.64527068216382,1326_sao paulo_SP
1327,sao paulo,SP,-23.56394087731805,-46.64520249388566,1327_sao paulo_SP
1328,sao paulo,SP,-23.556521507369716,-46.646950035467526,1328_sao paulo_SP
1329,sao paulo,SP,-23.56138657330967,-46.64723821448342,1329_sao paulo_SP
1330,sao paulo,SP,-23.559001893446474,-46.649412956054945,1330_sao paulo_SP
1331,sao paulo,SP,-23.56230254246311,-46.650073023164005,1331_sao paulo_SP
1332,sao paulo,SP,-23.55976888362499,-46.65256183025303,1332_sao paulo_SP
1333,sao paulo,SP,-23.566244633372765,-46.64769498883553,1333_sao paulo_SP
1401,sao paulo,SP,-23.576949224970637,-46.660065330864214,1401_sao paulo_SP
1402,sao paulo,SP,-23.578211167638862,-46.661431325997654,1402_sao paulo_SP
1403,sao paulo,SP,-23.569024604820523,-46.65362557392279,1403_sao paulo_SP
1404,sao paulo,SP,-23.569073016826458,-46.65629899818542,1404_sao paulo_SP
1405,sao paulo,SP,-23.564946254958972,-46.6552855322693,1405_sao paulo_SP
1406,sao paulo,SP,-23.574437007517226,-46.66958930759094,1406_sao paulo_SP
1407,sao paulo,SP,-23.575858031847446,-46.67104994538771,1407_sao paulo_SP
1408,sao paulo,SP,-23.56745318653212,-46.661165221660816,1408_sao paulo_SP
1409,sao paulo,SP,-23.562816416670174,-46.65966607724275,1409_sao paulo_SP
1410,sao paulo,SP,-23.56407676690007,-46.662225399695366,1410_sao paulo_SP
1411,sao paulo,SP,-23.56482589342703,-46.664446946937,1411_sao paulo_SP
1412,sao paulo,SP,-23.563432785057458,-46.66579860353516,1412_sao paulo_SP
1413,sao paulo,SP,-23.56259136518938,-46.6648415451506,1413_sao paulo_SP
1414,sao paulo,SP,-23.560364961404993,-46.66429679107603,1414_sao paulo_SP
1415,sao paulo,SP,-23.557146756541673,-46.661308887622184,1415_sao paulo_SP
1416,sao paulo,SP,-23.561488443541396,-46.667674153793776,1416_sao paulo_SP
1417,sao paulo,SP,-23.551272238287172,-46.621013756449194,1417_sao paulo_SP
1418,sao paulo,SP,-23.56642018738509,-46.65236226757394,1418_sao paulo_SP
1419,sao paulo,SP,-23.563445268864825,-46.656055625484726,1419_sao paulo_SP
1420,sao paulo,SP,-23.563636859848774,-46.657618255341426,1420_sao paulo_SP
1421,sao paulo,SP,-23.562967713039242,-46.66060772462947,1421_sao paulo_SP
1422,sao paulo,SP,-23.563787174366677,-46.66133579290449,1422_sao paulo_SP
1423,sao paulo,SP,-23.56908621162518,-46.657492718323994,1423_sao paulo_SP
1424,sao paulo,SP,-23.567604696444477,-46.66183521026972,1424_sao paulo_SP
1425,sao paulo,SP,-23.5728121300093,-46.65918815731904,1425_sao paulo_SP
1426,sao paulo,SP,-23.565447162835685,-46.66653675243439,1426_sao paulo_SP
1427,sao paulo,SP,-23.570887292890138,-46.66424298403767,1427_sao paulo_SP
1428,sao paulo,SP,-23.57388645298505,-46.66249529865479,1428_sao paulo_SP
1429,sao paulo,SP,-23.57673120128429,-46.6627640088644,1429_sao paulo_SP
1430,sao paulo,SP,-23.660557407778327,-46.661754492940204,1430_sao paulo_SP
1431,sao paulo,SP,-23.634544623098908,-46.66369560512664,1431_sao paulo_SP
1432,sao paulo,SP,-23.576546426787797,-46.6657178615343,1432_sao paulo_SP
1433,sao paulo,SP,-23.578425238671983,-46.66820589972184,1433_sao paulo_SP
1434,sao paulo,SP,-23.575584236385183,-46.671512668029955,1434_sao paulo_SP
1435,sao paulo,SP,-23.579425608336457,-46.67005715050493,1435_sao paulo_SP
1436,sao paulo,SP,-23.57245538592821,-46.66798871616942,1436_sao paulo_SP
1437,sao paulo,SP,-23.5721412540443,-46.67150329618942,1437_sao paulo_SP
1438,sao paulo,SP,-23.569713527958854,-46.672178342215375,1438_sao paulo_SP
1439,sao paulo,SP,-23.566289488092035,-46.673571417782284,1439_sao paulo_SP
1440,sao paulo,SP,-23.568117450490668,-46.67811068937205,1440_sao paulo_SP
1441,sao paulo,SP,-23.572458830943827,-46.68608182274089,1441_sao paulo_SP
1442,sao paulo,SP,-23.56868596712946,-46.68123090484199,1442_sao paulo_SP
1443,sao paulo,SP,-23.568768648950357,-46.68481283234182,1443_sao paulo_SP
1444,sao paulo,SP,-23.573235541829785,-46.68752695447545,1444_sao paulo_SP
1445,sao paulo,SP,-23.571655927466296,-46.68791479123765,1445_sao paulo_SP
1446,sao paulo,SP,-23.57555631780954,-46.67578238597563,1446_sao paulo_SP
1447,sao paulo,SP,-23.57275772564232,-46.6788818281236,1447_sao paulo_SP
1448,sao paulo,SP,-23.57812823581146,-46.67963472470194,1448_sao paulo_SP
1449,sao paulo,SP,-23.57614288170371,-46.68002154630337,1449_sao paulo_SP
1450,sao paulo,SP,-23.576215482780096,-46.68528386733442,1450_sao paulo_SP
1451,sao paulo,SP,-23.57812552537493,-46.68652271094159,1451_sao paulo_SP
1452,sao paulo,SP,-23.57909616517779,-46.68910533032622,1452_sao paulo_SP
1453,sao paulo,SP,-23.5837264470317,-46.68612353030405,1453_sao paulo_SP
1454,sao paulo,SP,-23.582897586945453,-46.687393595767254,1454_sao paulo_SP
1455,sao paulo,SP,-23.580670917090277,-46.69106491544334,1455_sao paulo_SP
1456,sao paulo,SP,-23.576545388959108,-46.691165462965394,1456_sao paulo_SP
1457,sao paulo,SP,-23.57482962227416,-46.692950756714815,1457_sao paulo_SP
1472,sao paulo,SP,-23.57054369248079,-46.69129667943905,1472_sao paulo_SP
1489,sao paulo,SP,-23.57664998889148,-46.68740004775216,1489_sao paulo_SP
1501,sao paulo,SP,-23.55247546175458,-46.63553624295106,1501_sao paulo_SP
1502,sao paulo,SP,-23.55431316834063,-46.635372564569174,1502_sao paulo_SP
1503,sao paulo,SP,-23.55821127539473,-46.6370099216147,1503_sao paulo_SP
1504,sao paulo,SP,-23.56690948159975,-46.63948629698139,1504_sao paulo_SP
1505,sao paulo,SP,-23.555259945140122,-46.63187049993908,1505_sao paulo_SP
1506,sao paulo,SP,-23.55903891558514,-46.63507827091435,1506_sao paulo_SP
1507,sao paulo,SP,-23.558172259629455,-46.63188415944679,1507_sao paulo_SP
1508,sao paulo,SP,-23.561443171124377,-46.63620404170002,1508_sao paulo_SP
1509,sao paulo,SP,-23.566942181784697,-46.63569493393173,1509_sao paulo_SP
1510,sao paulo,SP,-23.557368063594748,-46.63355151014098,1510_sao paulo_SP
1511,sao paulo,SP,-23.561122321260598,-46.63311705491117,1511_sao paulo_SP
1512,sao paulo,SP,-23.55363924457354,-46.629684852181626,1512_sao paulo_SP
1513,sao paulo,SP,-23.548522160769153,-46.60450558904148,1513_sao paulo_SP
1514,sao paulo,SP,-23.555811453529813,-46.62904996806927,1514_sao paulo_SP
1516,sao paulo,SP,-23.55869058882502,-46.61654620830683,1516_sao paulo_SP
1517,sao paulo,SP,-23.559987904798337,-46.62439051996171,1517_sao paulo_SP
1518,sao paulo,SP,-23.55951703556794,-46.62366629632406,1518_sao paulo_SP
1519,sao paulo,SP,-23.56076878178993,-46.625589522767314,1519_sao paulo_SP
1520,sao paulo,SP,-23.560102558571653,-46.619680489866504,1520_sao paulo_SP
1521,sao paulo,SP,-23.56133992704631,-46.620151293972526,1521_sao paulo_SP
1522,sao paulo,SP,-23.56101161398575,-46.616649805947674,1522_sao paulo_SP
1523,sao paulo,SP,-23.564404345507793,-46.61698473276191,1523_sao paulo_SP
1524,sao paulo,SP,-23.569018536286514,-46.60908597280141,1524_sao paulo_SP
1525,sao paulo,SP,-23.56397525372097,-46.634767970158954,1525_sao paulo_SP
1526,sao paulo,SP,-23.565287951037202,-46.63114226419006,1526_sao paulo_SP
1527,sao paulo,SP,-23.56274336865101,-46.62842497752769,1527_sao paulo_SP
1528,sao paulo,SP,-23.56454188803043,-46.62682228617731,1528_sao paulo_SP
1529,sao paulo,SP,-23.5684249277149,-46.63454630384515,1529_sao paulo_SP
1530,sao paulo,SP,-23.569687718347403,-46.632093751374555,1530_sao paulo_SP
1531,sao paulo,SP,-23.57079819302374,-46.63241155311919,1531_sao paulo_SP
1532,sao paulo,SP,-23.571144266652006,-46.635802411697476,1532_sao paulo_SP
1533,sao paulo,SP,-23.57113733551163,-46.63818873492963,1533_sao paulo_SP
1534,sao paulo,SP,-23.568549366084177,-46.62647337656684,1534_sao paulo_SP
1535,sao paulo,SP,-23.572233825887963,-46.624965036447556,1535_sao paulo_SP
1536,sao paulo,SP,-23.570104003454237,-46.62355626084614,1536_sao paulo_SP
1537,sao paulo,SP,-23.57008323110438,-46.62223779095513,1537_sao paulo_SP
1538,sao paulo,SP,-23.579366303789612,-46.62433777489539,1538_sao paulo_SP
1539,sao paulo,SP,-23.570752756175924,-46.6205355723144,1539_sao paulo_SP
1540,sao paulo,SP,-23.565711304786355,-46.622904617040234,1540_sao paulo_SP
1541,sao paulo,SP,-23.569470408027517,-46.61850679769555,1541_sao paulo_SP
1542,sao paulo,SP,-23.570931505390554,-46.62459504585973,1542_sao paulo_SP
1543,sao paulo,SP,-23.571686763396478,-46.626309957901086,1543_sao paulo_SP
1544,sao paulo,SP,-23.577087821447005,-46.62190801622443,1544_sao paulo_SP
1545,sao paulo,SP,-23.58068192542041,-46.618468765135276,1545_sao paulo_SP
1546,sao paulo,SP,-23.579591640965926,-46.62196977541327,1546_sao paulo_SP
1547,sao paulo,SP,-23.582894774992642,-46.62118115690777,1547_sao paulo_SP
1548,sao paulo,SP,-23.577211914442056,-46.61343166861262,1548_sao paulo_SP
1549,sao paulo,SP,-23.57675955018583,-46.61594126544545,1549_sao paulo_SP
1550,sao paulo,SP,-23.57349710107979,-46.61629624436529,1550_sao paulo_SP
1551,sao paulo,SP,-23.572579199505903,-46.612491760515724,1551_sao paulo_SP
1552,sao paulo,SP,-23.570032553826202,-46.611636384308696,1552_sao paulo_SP
1553,sao paulo,SP,-23.574567143515043,-46.6089904532793,1553_sao paulo_SP
2009,sao paulo,SP,-23.515799103830265,-46.64113909097136,2009_sao paulo_SP
2010,sao paulo,SP,-23.508215428707754,-46.62632132467239,2010_sao paulo_SP
2011,sao paulo,SP,-23.505066983373275,-46.62688470622487,2011_sao paulo_SP
2012,sao paulo,SP,-23.511724294158434,-46.63116776409205,2012_sao paulo_SP
2013,sao paulo,SP,-23.50226202537397,-46.63295644462238,2013_sao paulo_SP
2016,sao paulo,SP,-23.506837705741205,-46.623259184259254,2016_sao paulo_SP
2017,sao paulo,SP,-23.500901123528585,-46.634956678270285,2017_sao paulo_SP
2018,sao paulo,SP,-23.49548628154953,-46.62979239496982,2018_sao paulo_SP
2019,sao paulo,SP,-23.498372362827343,-46.62979292973713,2019_sao paulo_SP
2020,sao paulo,SP,-23.496510316915717,-46.6329881652975,2020_sao paulo_SP
2021,sao paulo,SP,-23.498254675808017,-46.63531250998096,2021_sao paulo_SP
2022,sao paulo,SP,-23.50417688479073,-46.63860069641886,2022_sao paulo_SP
2028,sao paulo,SP,-23.508231522267653,-46.6178196596581,2028_sao paulo_SP
2029,sao paulo,SP,-23.50812876222054,-46.617990808773285,2029_sao paulo_SP
2030,sao paulo,SP,-23.505871338521406,-46.62468256911272,2030_sao paulo_SP
2031,sao paulo,SP,-23.51070749353329,-46.62592816602212,2031_sao paulo_SP
2032,sao paulo,SP,-23.51102345116144,-46.623839289370544,2032_sao paulo_SP
2033,sao paulo,SP,-23.499793019613193,-46.61471799820756,2033_sao paulo_SP
2034,sao paulo,SP,-23.503770572695476,-46.624063960907684,2034_sao paulo_SP
2035,sao paulo,SP,-23.496589946807156,-46.6229360117536,2035_sao paulo_SP
2036,sao paulo,SP,-23.501596334381915,-46.620804960582674,2036_sao paulo_SP
2037,sao paulo,SP,-23.499795775189384,-46.62044485593355,2037_sao paulo_SP
2038,sao paulo,SP,-23.495290408593,-46.623951112297505,2038_sao paulo_SP
2039,sao paulo,SP,-23.49294409664835,-46.62161697507858,2039_sao paulo_SP
2040,sao paulo,SP,-23.49004549484089,-46.6220240985973,2040_sao paulo_SP
2041,sao paulo,SP,-23.492053722270093,-46.624691933838925,2041_sao paulo_SP
2042,sao paulo,SP,-23.49436867952203,-46.61622927697678,2042_sao paulo_SP
2043,sao paulo,SP,-23.489981273374507,-46.6161391395808,2043_sao paulo_SP
2044,sao paulo,SP,-23.495934060581195,-46.61886540645183,2044_sao paulo_SP
2045,sao paulo,SP,-23.496060615084023,-46.61639620812608,2045_sao paulo_SP
2046,sao paulo,SP,-23.492800823446363,-46.61196703776643,2046_sao paulo_SP
2047,sao paulo,SP,-23.517709186245636,-46.61709040463799,2047_sao paulo_SP
2049,sao paulo,SP,-23.514166590335094,-46.61736559414439,2049_sao paulo_SP
2050,sao paulo,SP,-23.517044539494055,-46.612270096524824,2050_sao paulo_SP
2051,sao paulo,SP,-23.511241751000586,-46.608379345470865,2051_sao paulo_SP
